match_id,winner,blue_champion_0,blue_mastery_0,blue_champion_1,blue_mastery_1,blue_champion_2,blue_mastery_2,blue_champion_3,blue_mastery_3,blue_champion_4,blue_mastery_4,red_champion_0,red_mastery_0,red_champion_1,red_mastery_1,red_champion_2,red_mastery_2,red_champion_3,red_mastery_3,red_champion_4,red_mastery_4
NA1_5132218001,red,777,44754,245,59338,234,7328,202,88543,412,2584272,58,33755,518,306247,517,21055,81,254955,64,106230
KR_7377918615,blue,897,23846,104,720109,42,102781,222,254242,432,76629,164,9331,64,372752,50,22134,51,268859,201,139831
KR_7345950022,blue,56,2464185,876,171692,42,42472,22,77955,147,234630,69,3873550,104,221373,777,206525,110,211513,117,38855
NA1_5145299244,blue,420,1719,76,504855,42,33547,51,380174,526,182132,67,17193,62,247333,90,191782,901,234989,37,803461
NA1_5161990541,blue,150,26351,64,213821,3,2902,202,218383,63,46789,157,44255,120,508606,1,134022,236,372054,526,65658
NA1_5133377822,blue,887,304586,72,7440,143,885469,119,1787390,44,148003,82,6434,107,219447,7,115828,81,207178,497,165840
NA1_5149393211,red,777,203212,62,38649,517,26250,22,126833,267,561017,79,130661,104,28721,3,47762,157,1459406,43,267130
NA1_5131907739,red,84,161603,254,40125,429,31126,101,602194,412,1198599,164,882739,120,9084,161,543615,96,2051163,117,179353
KR_7343247473,blue,85,128341,234,89233,39,81807,145,184938,111,141406,897,59514,72,40980,238,3784341,50,578725,99,1796973
NA1_5156518983,blue,24,272669,76,775091,69,143712,22,241021,142,803432,58,163408,64,512548,893,26538,110,639,44,1360536
NA1_5156935395,red,85,38342,60,135399,799,71213,777,93255,40,27581,126,73394,200,2145961,134,664576,96,2051163,412,910953
EUW1_7185401736,blue,897,100900,234,533456,245,11117061,115,131200,432,926435,150,32547,104,406561,517,6555,145,426931,89,91306
NA1_5158271384,blue,23,3885312,203,92031,84,74616,901,19251,12,203743,516,7956,427,5171279,163,1333925,51,130358,99,618306
NA1_5151113907,red,266,243052,77,17307,236,56538,96,25488,161,13539,58,198297,131,68194,51,102729,42,188690,43,882053
NA1_5144913073,red,122,127678,200,263601,157,841272,50,142727,16,20298,6,3192174,77,169788,163,361763,42,108594,78,123314
EUW1_7203560310,blue,122,181279,104,33778,72,5363,81,208731,267,5752,79,133241,64,252034,54,60215,42,39643,117,811017
NA1_5151632706,red,39,213374,19,3842088,42,125335,143,33226,147,1257525,113,16246,234,375203,517,634555,161,149584,22,8325
KR_7385666058,red,893,8793,799,46656,79,4901496,51,20232,25,11712,266,183060,30,186840,69,3877083,110,75467,555,52895
NA1_5154175611,blue,240,4961,245,1431145,39,6292328,910,72722,147,26386,8,1098655,59,81562,7,62149,15,8905,16,1386556
EUW1_7210013999,blue,24,89772,254,202856,84,212150,81,4247,78,43865,150,61154,62,87013,4,27455,51,300316,111,765825
EUW1_7209346872,blue,897,214388,121,28139,910,128420,22,230276,43,134926,79,164907,72,106331,134,207459,429,147352,888,71426
KR_7360447301,blue,24,133035,30,87330,893,185783,157,168521,235,912106,79,25073,131,30348,126,908820,202,94947,518,84927
NA1_5161240571,blue,875,420490,59,100713,7,150480,81,371690,43,114141,126,102874,427,931557,711,27025,119,194115,555,13561
KR_7359797811,blue,799,26717,203,92425,103,39203,42,74810,89,183329,150,90934,104,370961,517,45384,202,89670,12,176355
